Date,Close,High,Low,Open,Volume,Target,SMA_5,SMA_10,EMA_5,EMA_10,RSI
2020-01-22,186.1898193359375,188.14470782172825,186.16340301342004,187.70441786432644,2757400,187.93333435058594,185.8376007080078,184.09052429199218,185.4721526360273,183.94792323512516,80.62114375906765
2020-01-23,187.93333435058594,188.00378234511902,183.7065487346675,185.39726029371866,3378200,186.01368713378906,186.48041687011718,184.75183563232423,186.29254654088018,184.6725434379362,82.6020212357682
2020-01-24,186.01368713378906,188.6025805334458,185.71427978138448,188.6025805334458,3106300,184.34056091308594,186.5490966796875,185.00631866455078,186.19959340518315,184.9163877462731,76.77534743644537
2020-01-27,184.34056091308594,185.4589009534172,182.54418414226728,183.01969129329615,3389300,185.26522827148438,186.08414001464843,185.18859252929687,185.57991590781742,184.81169195842085,67.10580283862718
2020-01-28,185.26522827148438,186.86789034361396,184.79852193983885,184.82493826528412,3855200,188.83155822753906,185.94852600097656,185.53026123046874,185.47502002903974,184.8941531062506,68.26733868730808
2020-01-29,188.83155822753906,190.57510268873276,185.62624788959306,186.40996347276555,5734800,190.36378479003906,186.47687377929688,186.15723724365233,186.59386609520618,185.61004494648486,69.37748830295868
2020-01-30,190.36378479003906,190.85692089448796,187.41384974600123,188.444126770628,3560700,188.41766357421875,186.9629638671875,186.72169036865233,187.85050566015047,186.47436128167652,68.37158357971566
2020-01-31,188.41766357421875,191.17388268732293,187.68678071738157,189.7825649710453,3920800,189.4832000732422,187.44375915527343,186.99642791748047,188.03955829817323,186.82768897122963,64.9285333703987
2020-02-03,189.4832000732422,190.9801968392808,188.64665175118714,189.31590115809888,3539200,188.99005126953125,188.4722869873047,187.27821350097656,188.52077222319622,187.31050917159553,68.93841612924959
2020-02-04,188.99005126953125,190.8128580873154,188.66424101066622,190.3021201398674,3367900,188.76991271972656,189.21725158691407,187.5828887939453,188.67719857197457,187.61588046212927,66.12187479430625
2020-02-05,188.76991271972656,190.0115336288719,187.57232349379737,189.88825297781668,2911400,187.44908142089844,189.20492248535157,187.8408981323242,188.7081032878919,187.82570450896515,61.25238430302055
2020-02-06,187.44908142089844,189.16622336364298,187.2465517603223,189.07815997908676,2903300,186.33953857421875,188.62198181152343,187.79247283935547,188.28842933222742,187.75722758386212,54.84185824351546
