Date,Close,High,Low,Open,Volume,Target
2024-01-02,137.3462677001953,138.61863548862266,135.66634057558502,137.72400710132297,23711200,138.09181213378906
2024-01-03,138.09181213378906,138.79758606869683,136.26278512567,136.43176983282882,24212100,135.57688903808594
2024-01-04,135.57688903808594,138.3303794960598,135.53713417819472,137.59478566159066,27137700,134.9208526611328
2024-01-05,134.9208526611328,136.3423357224873,134.34430846269342,135.93477626306588,22506000,138.0122833251953
2024-01-08,138.0122833251953,138.18126802755836,135.4476625165021,135.47748245410608,21404000,140.10971069335938
2024-01-09,140.10971069335938,140.64649992811707,137.3264001150245,137.67431962524975,24759600,141.43177795410156
2024-01-10,141.43177795410156,142.14748679333994,140.0699502420222,140.15941005497154,21320200,141.2329864501953
2024-01-11,141.2329864501953,144.3542666130374,139.8015686385795,142.6345843213877,24008700,141.799560546875
2024-01-12,141.799560546875,142.34628465746482,140.9745220874098,141.8194455603022,18768600,141.64053344726562
2024-01-16,141.64053344726562,143.4894454306052,140.60672504377365,141.1534491833298,22670500,140.62661743164062
2024-01-17,140.62661743164062,140.99440679579797,138.07193139459451,140.50733767414584,20968600,142.62461853027344
2024-01-18,142.62461853027344,143.3502774482293,141.14351109286378,141.20315096714583,25746400,145.50733947753906
2024-01-19,145.50733947753906,145.57691427522653,143.51926276454773,143.87711717959903,33300700,145.11968994140625
2024-01-22,145.11968994140625,147.50537633783142,144.97057506173954,146.22307331251335,32200400,146.1634063720703
2024-01-23,146.1634063720703,146.30257114774605,144.63259383963722,145.02026822672127,21636100,147.81350708007812
2024-01-24,147.81350708007812,148.95666034103166,147.21709314063574,147.6544572957646,25233500,150.96461486816406
2024-01-25,150.96461486816406,152.13758812892124,148.6485034546102,149.17535778862543,29149100,151.28271484375
2024-01-26,151.28271484375,151.63061920219218,150.1097415799662,150.19921656843243,26115500,152.59483337402344
2024-01-29,152.59483337402344,152.86322799613788,150.52723162700286,151.153480689329,27784300,150.55706787109375
2024-01-30,150.55706787109375,152.70417936075472,150.28867324695258,151.8890757322313,36331800,139.26480102539062
2024-01-31,139.26480102539062,143.141545139112,139.036161247738,142.76380565240237,71910000,140.3184814453125
2024-02-01,140.3184814453125,142.2071485705147,139.95067687794852,141.2727499327197,40466500,141.53118896484375
2024-02-02,141.53118896484375,141.7697484679074,135.68623845463344,138.42977891461894,62470600,142.82342529296875
2024-02-05,142.82342529296875,144.60276246391584,141.9287968297789,141.96856685843989,38505400,143.24095153808594
2024-02-06,143.24095153808594,144.49343456686728,142.33637287783208,143.78766056974678,29128200,144.67234802246094
2024-02-07,144.67234802246094,144.75187291787591,143.07194552581365,143.8969992519434,25208900,145.0401611328125
2024-02-08,145.0401611328125,145.45765548255142,144.23499237490003,144.9606362326969,22563800,148.1117401123047
2024-02-09,148.1117401123047,148.54911948982377,145.30854419338198,145.8055634555038,26829500,146.6504669189453
2024-02-12,146.6504669189453,148.44967378728546,146.4914171531266,147.53516038555867,21564100,144.2747344970703
2024-02-13,144.2747344970703,145.79561205385804,142.83338183337364,144.0560448330256,27837700,145.06996154785156
2024-02-14,145.06996154785156,145.64650562021833,143.23098450378816,145.20912631236618,22704200,141.9188690185547
2024-02-15,141.9188690185547,142.6643978311811,139.62264270251694,142.2866583790805,37590700,139.68226623535156
2024-02-16,139.68226623535156,142.336346677588,139.30452682745326,142.13754205104917,31451100,140.27870178222656
2024-02-20,140.27870178222656,141.2329853719594,138.6584294162402,138.8274141332904,25144700,141.70018005371094
2024-02-21,141.70018005371094,141.83934482604272,139.84131789092322,140.60673172265933,23315700,143.23098754882812
2024-02-22,143.23098754882812,144.13556612131504,141.94868470338366,144.0659761536674,27191900,143.1017608642578
2024-02-23,143.1017608642578,143.8174544884755,142.57490660893936,142.8134812622258,19493800,136.7498779296875
2024-02-26,136.7498779296875,141.59084036580944,136.5709431200029,141.29262579488392,53641800,138.0520477294922
2024-02-27,138.0520477294922,138.4198370568381,136.2727106298984,137.19717416142294,33099200,135.5669708251953
2024-02-28,135.5669708251953,137.18724321039747,134.602752299903,137.07789837244195,37328600,137.6345672607422
2024-02-29,137.6345672607422,138.03217656436829,135.58683536038203,136.46159402974666,42133000,136.3224334716797
2024-03-01,136.3224334716797,138.0421157563767,136.1037437975768,137.60473640817094,31119500,132.55502319335938
2024-03-04,132.55502319335938,134.85124940963942,131.12360550845185,134.85124940963942,55999400,131.8790740966797
2024-03-05,131.8790740966797,132.44568327120132,129.89099727574325,131.09379042625164,40194800,130.6166229248047
2024-03-06,130.6166229248047,132.78363424587957,130.06991400924693,132.32636996673963,35318600,133.57888793945312
2024-03-07,133.57888793945312,134.1355470286606,130.82539726481338,131.99835532166875,37738200,134.6027374267578
2024-03-08,134.6027374267578,137.26675294029374,133.2011397045152,133.40989443311753,39343100,136.84925842285156
2024-03-11,136.84925842285156,138.27074115683538,135.31844603099825,135.31844603099825,32437800,137.67431640625
2024-03-12,137.67431640625,138.54907503928519,136.21307876598533,136.21307876598533,27563400,138.9566192626953
2024-03-13,138.9566192626953,140.24887219766538,138.16140068839562,138.17133561183664,23347200,142.2469024658203
2024-03-14,142.2469024658203,142.73397157906638,139.6226416714672,140.34828546340808,42753400,140.3383331298828
2024-03-15,140.3383331298828,142.326409917111,139.19519504435547,141.65047109000807,49460600,146.79957580566406
2024-03-18,146.79957580566406,151.24292843021786,146.29262170910545,147.72403935564915,69273700,146.15347290039062
2024-03-19,146.15347290039062,147.90297512167407,145.20913940121957,147.27674120882173,24070400,147.853271484375
2024-03-20,147.853271484375,147.97255123416053,145.86519475956715,147.1176776357803,21311500,146.72007751464844
2024-03-21,146.72007751464844,149.47355302951823,146.0242384832815,148.5789245146502,24755600,149.8711700439453
2024-03-22,149.8711700439453,150.67633870083418,148.09183285873635,148.23099762452182,29175700,149.17535400390625
2024-03-25,149.17535400390625,149.48350348939044,146.9387675434042,149.04612415470731,19229300,149.7717742919922
2024-03-26,149.7717742919922,151.3522918172969,149.08588532158586,149.32446001454298,22149100,149.97056579589844
2024-03-27,149.97056579589844,150.73597959681047,148.01230897049075,150.2787152673791,22879200,150.03021240234375
2024-03-28,150.03021240234375,150.52723161549852,149.27474865876468,149.95070267592294,24485400,154.5630340576172
2024-04-01,154.5630340576172,154.81154365404976,149.71212188155036,149.79164677254744,31730800,153.63858032226562
2024-04-02,153.63858032226562,153.77774509847762,151.24294401878046,152.58490199268573,24586000,153.99642944335938
2024-04-03,153.99642944335938,154.15547923004885,151.8194828874924,152.6843066227274,24705000,149.63259887695312
2024-04-04,149.63259887695312,153.847327146,149.5530739849535,152.58489413321703,34724700,151.59085083007812
2024-04-05,151.59085083007812,152.5053643067505,148.70814563552008,149.13557485238817,23449300,153.92684936523438
2024-04-08,153.92684936523438,154.34434366511644,151.70019793137476,151.8691826360064,20702000,155.6664276123047
2024-04-09,155.6664276123047,157.61473448376785,154.2648297550495,155.15945829450177,31113000,155.2091522216797
2024-04-10,155.2091522216797,155.6763514742328,153.75784951139988,155.2787421889128,22838600,158.45965576171875
2024-04-11,158.45965576171875,158.7280351932667,155.5272456859533,155.97455990635459,27166400,156.7896728515625
2024-04-12,156.7896728515625,159.26483393218646,156.20319383484278,157.01831260478323,25329200,153.93679809570312
2024-04-15,153.93679809570312,158.29069144870775,153.66840346176937,157.91295197634344,27136500,153.47952270507812
2024-04-16,153.47952270507812,154.7220707035578,152.51530424483212,153.270783135314,20779500,154.54315185546875
2024-04-17,154.54315185546875,156.14355429233336,153.658458282781,154.69225154891296,21763100,155.07992553710938
2024-04-18,155.07992553710938,156.00438913764984,153.69821276591983,154.41392162833105,19883000,153.17137145996094
2024-04-19,153.17137145996094,155.42784284613953,151.39204942052194,155.268793063893,32239100,155.34832763671875
2024-04-22,155.34832763671875,156.70022053442347,153.14156106593867,153.39007067825332,26446200,157.31649780273438
2024-04-23,157.31649780273438,158.02227167812262,155.34830619188878,156.02426013134158,21151600,158.18133544921875
2024-04-24,158.18133544921875,158.61871477208004,156.23301351133364,156.5511130798954,22779100,155.0699920654297
2024-04-25,155.0699920654297,155.55707634707693,149.9705701649595,150.42783450771225,57109700,170.92491149902344
2024-04-26,170.92491149902344,173.66846737746812,168.63861998959396,173.3304827708815,64665300,165.1594696044922
2024-04-29,165.1594696044922,168.53920917333764,164.22508627485573,168.05212491015862,45610000,161.80958557128906
2024-04-30,161.80958557128906,167.09787766382803,161.6306659221157,164.62271634216353,33562900,162.88311767578125
2024-05-01,162.88311767578125,166.1236770978579,162.11770393200646,163.32049695793827,33493200,165.62667846679688
2024-05-02,165.62667846679688,165.736023300885,162.91295779802104,163.80758631850716,24294500,166.2429656982422
2024-05-03,166.2429656982422,166.95867446590864,162.07794292101727,166.5610500573049,34662400,167.09786987304688
2024-05-06,167.09786987304688,167.13762473729062,165.04020299654744,166.46168587038568,21871300,170.22906494140625
2024-05-07,170.22906494140625,170.736019032057,167.38611469538,167.49545951898952,28039700,168.3702392578125
2024-05-08,168.3702392578125,169.13563795140396,167.7340552499391,167.99249978919846,19569100,168.94676208496094
2024-05-09,168.94676208496094,169.67240582249744,167.17735989432276,168.38015295347512,15346700,167.64459228515625
2024-05-10,167.64459228515625,168.83745065732106,165.19926599143182,167.02829324927558,29799900,168.13165283203125
2024-05-13,168.13165283203125,168.27081760004594,163.02229610945983,163.2807406306808,31327600,169.32449340820312
2024-05-14,169.32449340820312,170.2290719710712,167.79368098227573,168.75789942088068,25127100,171.4815673828125
2024-05-15,171.4815673828125,171.62073215896464,169.49349048474016,169.61278541274416,26948400,173.1416015625
2024-05-16,173.1416015625,174.07600008713817,171.66049405107432,172.25690799152133,27867900,175.01040649414062
2024-05-17,175.01040649414062,175.21916124178375,172.65454022923242,173.14160936069476,24479300,175.8652801513672
2024-05-20,175.8652801513672,177.70425734469626,175.03029149650527,175.1396363323436,22554400,176.78973388671875
2024-05-21,176.78973388671875,177.08793326972773,174.761887075325,175.8453852811166,16989400,175.32850646972656
2024-05-22,175.32850646972656,176.09390515454282,174.1654833046587,175.58695100602287,17880000,172.51536560058594
2024-05-23,172.51536560058594,177.18734299954818,171.9189364995175,176.01438498002162,21024900,173.94679260253906
2024-05-24,173.94679260253906,174.72214137466014,172.61476956136175,173.9368425107023,16572500,175.34837341308594
2024-05-28,175.34837341308594,176.21319716341736,173.33047660868388,173.41000150341682,20572200,174.8513641357422
2024-05-29,174.8513641357422,175.78576274218864,173.67840599935957,174.38416483251896,23388700,171.08395385742188
2024-05-30,171.08395385742188,174.17541396451074,170.7658542810084,174.15552894902925,22958700,171.47161865234375
2024-05-31,171.47161865234375,172.02827771213177,168.429863670058,170.8354347028972,37638900,172.13763427734375
