Date,Close,High,Low,Open,Volume,Target,SMA_5,SMA_10,EMA_5,EMA_10,RSI
2024-01-22,133.63551330566406,134.01634395145618,131.30289291273203,131.7694082746637,2778700,134.130615234375,132.4758758544922,134.07634735107422,132.8435582974862,133.48939954394734,43.08775845199686
2024-01-23,134.130615234375,134.92085268743037,133.14996244356436,134.09252345016853,2806800,132.5310821533203,132.439697265625,133.99541931152345,133.27257727644914,133.60598421493418,44.54278773686371
2024-01-24,132.5310821533203,135.00652489799427,132.3025895802941,134.81610957788652,2845900,135.36831665039062,132.52728576660155,133.56031036376953,133.0254122354062,133.41054747645893,51.506493104180315
2024-01-25,135.36831665039062,135.46353157924878,132.35018936089583,133.5593492241536,2566500,135.70156860351562,133.43748168945314,133.37845916748046,133.80638037373436,133.76650550808287,55.08159310796486
2024-01-26,135.70156860351562,136.14905266610754,134.85420794775305,136.04432204448477,3014800,134.7399444580078,134.27341918945314,133.42701568603516,134.43810978366145,134.11833516179792,54.72401760543611
2024-01-29,134.7399444580078,136.12998941015223,129.81763492507028,135.89196662116439,4879000,133.78787231445312,134.4943054199219,133.48509063720704,134.53872134177692,134.23135503383608,49.44352812679949
2024-01-30,133.78787231445312,134.43528741917936,131.23626009946344,133.88307272692217,2879500,132.41685485839844,134.4257568359375,133.43272705078124,134.288438332669,134.1507218121301,40.886129198111675
2024-01-31,132.41685485839844,134.6733065072052,132.3026085554998,133.79738428687617,5804400,137.50100708007812,134.4029113769531,133.46509857177733,133.66457717457882,133.83547327508796,36.781012323147074
2024-02-01,137.50100708007812,137.54861454484026,131.8646290128941,134.1877338268045,3613900,138.51976013183594,134.82944946289064,134.1334655761719,134.9433871430786,134.50193396690435,55.400506619812994
2024-02-02,138.51976013183594,139.99548993582852,135.73965544645458,136.61557764641643,3775800,135.5111541748047,135.3930877685547,134.8332534790039,136.1355114726644,135.23244781507373,60.32457820007948
2024-02-05,135.5111541748047,137.94850553703893,134.72091666587156,137.31060612018544,4697400,137.5105438232422,135.54732971191407,135.02081756591798,135.92739237337784,135.28312169866118,52.502004913629584
2024-02-06,137.5105438232422,137.5486356119895,134.68284593858613,135.82535262907274,2873200,139.7003173828125,136.29186401367187,135.3588104248047,136.45510952333262,135.68810753949407,61.40279768163829
2024-02-07,139.7003173828125,141.86156816013815,138.30074236022014,141.86156816013815,3979600,140.33824157714844,137.7485565185547,136.07573394775392,137.5368454764926,136.41760023827925,68.0045673652352
2024-02-08,140.33824157714844,141.94727808127882,139.81460302253402,139.9669265783306,2946900,139.5099334716797,138.31600341796874,136.57272644042968,138.47064417671123,137.13044411807363,67.91792701329325
2024-02-09,139.5099334716797,140.50011653399287,139.2909565460327,140.03358657888762,2792400,142.242431640625,138.5140380859375,136.95356292724608,138.81707394170073,137.563078546002,62.597000430604034
2024-02-12,142.242431640625,143.19452292209576,140.4334640169346,140.45250991033683,3492600,139.1100616455078,139.86029357910155,137.7038116455078,139.95885984134216,138.41387001775163,65.87182543189412
2024-02-13,139.1100616455078,140.78573711822665,137.66287878902853,140.1668835788972,3061800,138.081787109375,140.1801971435547,138.23603057861328,139.67592710939738,138.5404503137073,62.1441753249826
2024-02-14,138.081787109375,139.09100146815697,136.85359583993025,137.75807958443718,2986400,139.31951904296875,139.8564910888672,138.80252380371093,139.14454710938992,138.4570570038287,55.36725380594222
2024-02-15,139.31951904296875,141.1570482439643,138.46262817248459,138.80538161512624,2807600,142.44236755371094,139.65274658203126,138.984375,139.20287108724955,138.61386828367233,56.90910171712038
2024-02-16,142.44236755371094,143.089782607934,138.1770029694064,138.74824898293986,4318400,143.76597595214844,140.2392333984375,139.3766357421875,140.2827032427367,139.30995906004298,63.587530564716445
2024-02-20,143.76597595214844,145.89527506088797,143.1137655907362,143.87148229124324,3474400,142.71092224121094,140.5439422607422,140.20211791992188,141.44379414587394,140.1201439495167,67.37422039521054
2024-02-21,142.71092224121094,143.7276264120707,141.81892601547628,143.20968084488638,2307600,144.1975860595703,141.2641143798828,140.72215576171874,141.86617017765295,140.59119454800654,68.12380989224017
2024-02-22,144.1975860595703,144.8114371259192,141.9436083069697,142.71091116338295,2503800,145.291015625,142.48727416992188,141.17188262939453,142.64330880495874,141.2469020955636,63.500185491546446
2024-02-23,145.291015625,146.53790477890004,144.2647399563857,144.81144399929727,3503600,144.01536560058594,143.68157348632812,141.6671600341797,143.5258777449725,141.98219546455203,63.60975400308531
2024-02-26,144.01536560058594,144.78268319408457,143.00827680919514,144.45657797334152,3856900,145.78018188476562,143.9961730957031,142.11770324707032,143.68904036351032,142.35186276201273,68.37276674749825
2024-02-27,145.78018188476562,146.08710010184615,144.30309314426353,144.62919832346282,2851700,145.25265502929688,144.39901428222657,142.4714782714844,144.38608753726209,142.97519351160415,68.04892360997789
2024-02-28,145.25265502929688,146.02955871429592,144.4949236716912,145.14714868717576,2298300,146.67218017578125,144.90736083984376,143.0857376098633,144.67494336794036,143.3892774239119,63.06635047945166
2024-02-29,146.67218017578125,147.37235063196232,145.78977016523538,146.1638354374816,4447800,148.9453582763672,145.40227966308595,143.9447769165039,145.340688970554,143.98616883334267,64.37681787860882
2024-03-01,148.9453582763672,149.18514410403787,145.78978322378168,146.97912619775988,4284000,144.34149169921875,146.13314819335938,144.90736083984376,146.54224540582507,144.8878396411653,70.09831389460574
2024-03-04,144.34149169921875,148.4466241713058,143.9578255681936,146.93117588333104,9096100,161.69236755371094,146.19837341308593,145.09727325439454,145.8086608369563,144.78850365172045,54.14104926007538
2024-03-05,161.69236755371094,163.50514767393886,158.46005955024694,159.27532251495228,22986800,166.44970703125,149.380810546875,146.8899124145508,151.1032297425412,147.86193345208235,78.53964279598458
