Date,Close,High,Low,Open,Volume,Target
2020-01-02,2960.843505859375,2960.843505859375,2927.273780455655,2954.129524716857,45886302,2967.556884765625
2020-01-03,2967.556884765625,2980.984845141473,2947.415124510698,2967.556884765625,91189705,2933.988037109375
2020-01-06,2933.988037109375,2947.4158203464535,2900.418308553346,2927.2740553363915,48648450,2954.12939453125
2020-01-07,2954.12939453125,2960.8433753778895,2940.701613146834,2960.8433753778895,114344885,2940.701171875
2020-01-08,2940.701171875,2954.128951244488,2913.845432827188,2940.701171875,188929583,2954.12939453125
2020-01-09,2954.12939453125,2967.5571759156655,2933.9876323001945,2954.12939453125,79280569,2960.843505859375
2020-01-10,2960.843505859375,2974.27128783554,2947.4155435743382,2974.27128783554,137292491,3027.982666015625
2020-01-13,3027.982666015625,3027.982666015625,2967.55719855266,2974.271179450515,122488655,3068.26611328125
2020-01-14,3068.26611328125,3088.408055466034,3034.696570257665,3048.1245317141875,174258629,3074.980712890625
2020-01-15,3074.980712890625,3074.980712890625,3041.4111631107176,3068.2667308110845,112825318,3068.26611328125
2020-01-16,3068.26611328125,3081.6940747377726,3027.9825895294034,3068.26611328125,147387255,3108.549560546875
2020-01-17,3108.549560546875,3115.263541109938,3088.407979475398,3101.835579983812,133295352,3128.69140625
2020-01-20,3128.69140625,3148.8329867035477,3108.549465178752,3148.8329867035477,90022804,3135.405517578125
2020-01-21,3135.405517578125,3142.1194982156617,3115.263575665515,3135.405517578125,81224962,3162.2607421875
2020-01-22,3162.2607421875,3162.2607421875,3135.4051831197917,3142.119163041138,90609115,3182.4033203125
2020-01-23,3182.4033203125,3195.830922230969,3148.8334139719514,3168.9753577762804,153849977,3182.4033203125
2020-01-24,3182.4033203125,3189.1173015806094,3142.1197933215917,3175.68933904439,105620964,3121.9775390625
2020-01-27,3121.9775390625,3155.5470814470864,3115.2635584620402,3155.5470814470864,103076840,3101.8359375
2020-01-28,3101.8359375,3115.2639001738266,3068.2663914331865,3074.9803727701,104935872,3101.8359375
2020-01-29,3101.8359375,3128.6918628476533,3088.4083354439267,3101.8359375,214362682,3074.980712890625
2020-01-30,3074.980712890625,3155.54777660952,3074.980712890625,3155.54777660952,96500596,2994.412841796875
2020-01-31,2994.412841796875,3074.9800689529234,2994.412841796875,3068.2660882793716,150763654,2994.412841796875
2020-02-03,2994.412841796875,3014.5546035086722,2987.6990414321817,2994.412841796875,144745560,3061.55224609375
