Date,Close,High,Low,Open,Volume,Target,SMA_5,SMA_10,EMA_5,EMA_10,RSI
2020-01-22,73.75119018554688,74.58171193877597,73.69105734974633,74.04245031405236,28458000,73.79194641113281,72.9127212524414,71.86604766845703,72.9939387074854,72.00025959752914,87.45030557765305
2020-01-23,73.79194641113281,74.22982630605293,73.57475076336847,73.93409925242247,26650000,72.87146759033203,73.36490783691406,72.26192321777344,73.25994127536788,72.32602083636615,87.51686581315806
2020-01-24,72.87146759033203,74.264609339692,72.72285326500032,74.196020446127,29786000,71.15973663330078,73.52405242919922,72.4924415588379,73.1304500470226,72.42519297345085,81.52677672145975
2020-01-27,71.15973663330078,71.40079126440537,70.55187853238326,71.15029466332358,34132000,72.09263610839844,73.04900360107422,72.50620880126954,72.473545575782,72.19511000251447,60.33390543087363
2020-01-28,72.09263610839844,72.30635072302904,71.09163568309349,71.65724377248847,29724000,72.40078735351562,72.73339538574218,72.55824661254883,72.34657575332082,72.17647838540246,65.36991034644913
2020-01-29,72.40078735351562,72.77057128358875,71.8386602655739,72.48826018621243,21566000,72.27901458740234,72.46331481933593,72.68801803588867,72.3646462867191,72.2172618341503,64.63787632051442
2020-01-30,72.27901458740234,72.3287119542439,71.32225116475159,71.4763258946086,27110000,71.21192169189453,72.16072845458984,72.76281814575195,72.33610238694685,72.22848960746884,60.49587395095495
2020-01-31,71.21192169189453,73.04542333915704,70.92762359603609,72.95546297921697,43822000,73.68806457519531,71.82881927490234,72.67643585205079,71.96137548859608,72.04365907736442,51.082379120195625
2020-02-03,73.68806457519531,73.8719668380353,72.39631214725966,72.64680873440162,71636000,71.83965301513672,72.33448486328125,72.69174423217774,72.53693851746249,72.34264189515186,59.89034150767232
2020-02-04,71.83965301513672,72.92961273294455,70.67762338918578,72.29094881897467,95880000,71.87145233154297,72.28388824462891,72.50864181518554,72.30451001668723,72.25118937151274,53.049880367735746
2020-02-05,71.87145233154297,72.79242724249032,71.0578352561938,72.7442163240884,36376000,73.35855102539062,72.17802124023437,72.32066802978515,72.16015745497248,72.18214627333641,51.4574313254649
2020-02-06,73.35855102539062,73.63638764042776,72.09165094681634,72.16620080148579,37822000,73.51460266113281,72.39392852783203,72.27732849121094,72.5596219784452,72.39603804643717,55.081717302500905
2020-02-07,73.51460266113281,73.8197716529651,72.83368880237215,72.93209763057403,28360000,74.9832992553711,72.85446472167969,72.34164199829101,72.87794887267441,72.59941343092729,49.90997950188433
