Date,Close,High,Low,Open,Volume,Target
2020-01-02,5820.9267578125,5899.235189531951,5812.225820954784,5825.277226241358,49445000,5916.63720703125
2020-01-03,5916.63720703125,5916.63720703125,5851.3801790125235,5873.132521685432,47755500,5860.0810546875
2020-01-06,5860.0810546875,5873.13246015451,5820.92683828647,5847.02964922049,27300000,5864.431640625
2020-01-07,5864.431640625,5890.534452081788,5855.730703472737,5860.081172048868,45022500,5812.2265625
2020-01-08,5812.2265625,5868.782659290794,5803.525624532186,5803.525624532186,53692500,5864.431640625
2020-01-09,5864.431640625,5877.483046353394,5855.730703472737,5864.431640625,40363500,5851.3798828125
2020-01-10,5851.3798828125,5938.389249099674,5838.328477869423,5886.18362932737,73362000,5868.78173828125
2020-01-13,5868.78173828125,5881.833143184766,5860.080801678906,5864.431269980078,67855000,5977.54443359375
2020-01-14,5977.54443359375,5990.595840653998,5864.432239071597,5868.78270809168,93582000,5947.0908203125
2020-01-15,5947.0908203125,6142.8619153483905,5916.637538862473,5977.544101762528,75623500,5960.14208984375
2020-01-16,5960.14208984375,5994.945839273495,5912.286934377851,5920.987871735288,88931500,5981.89501953125
2020-01-17,5981.89501953125,5994.946426846591,5916.637982954545,5951.441735795454,38249500,5947.0908203125
2020-01-20,5947.0908203125,6068.90394611261,5942.740351533925,6047.151602219733,93554500,5942.73974609375
2020-01-21,5942.73974609375,5999.295834453354,5938.389277758396,5990.594897782646,103984500,5951.44091796875
2020-01-22,5951.44091796875,5999.296071548908,5947.090449461463,5964.492323490611,94311500,5951.44091796875
2020-01-23,5951.44091796875,5999.296071548908,5942.739980954176,5990.595134534334,87728000,5925.337890625
2020-01-24,5925.337890625,5986.244447503671,5925.337890625,5934.038827321953,69653500,5951.44091796875
2020-01-27,5951.44091796875,6038.450288114492,5929.688575432315,5973.193260505185,39679000,5907.9365234375
2020-01-28,5907.9365234375,5955.791679371088,5877.483242388854,5947.090741928618,82615000,5903.58544921875
2020-01-29,5903.58544921875,5955.791068519137,5890.534044393654,5916.636854043847,43821000,5864.431640625
2020-01-30,5864.431640625,5955.791480723758,5855.730703472737,5955.791480723758,71990000,5638.20703125
2020-01-31,5638.20703125,5920.987476490162,5638.20703125,5916.637008101852,163136500,5603.4033203125
2020-02-03,5603.4033203125,5729.566904387859,5542.496762483016,5638.207067643633,149797000,5742.619140625
2020-02-04,5742.619140625,5760.021016808712,5673.011635890151,5716.516326349432,113316500,5855.73046875
2020-02-05,5855.73046875,5899.235152767459,5786.122974322066,5899.235152767459,123002500,5864.431640625
2020-02-06,5864.431640625,5899.235389234051,5812.226017711424,5864.431640625,154693500,5881.8330078125
2020-02-07,5881.8330078125,5899.234880616679,5833.9778576010085,5838.328325802053,82609000,5903.58544921875
2020-02-10,5903.58544921875,5903.58544921875,5768.7209326927505,5881.8331078435895,66578500,5899.2353515625
2020-02-11,5899.2353515625,5903.585820110849,5868.78207172405,5903.585820110849,77526500,5916.63720703125
2020-02-12,5916.63720703125,5916.63720703125,5881.833458754596,5916.63720703125,69971500,5907.9365234375
2020-02-13,5907.9365234375,5934.039335764912,5864.431836225148,5934.039335764912,49737000,5812.2265625
2020-02-14,5812.2265625,5912.287349129865,5807.8760935160935,5899.235942178144,147028500,5847.029296875
2020-02-17,5847.029296875,5873.132106236049,5812.225551060268,5812.225551060268,115319000,5825.27734375
2020-02-18,5825.27734375,5847.029686333084,5803.525001166916,5816.5764067167665,98436500,5825.27734375
2020-02-19,5825.27734375,5881.83343446602,5799.174532650299,5799.174532650299,74594000,5738.26806640625
2020-02-20,5738.26806640625,5825.277438148573,5712.165254883553,5820.926969561458,136724500,5755.67041015625
2020-02-21,5755.67041015625,5794.824630633503,5738.268534388581,5742.619003330498,98261000,5677.36181640625
2020-02-24,5677.36181640625,5742.618848778736,5664.3104099317525,5712.165567004909,84910000,5681.71240234375
2020-02-25,5681.71240234375,5707.815215830781,5664.310526685729,5699.114278001771,86446500,5586.00146484375
2020-02-26,5586.00146484375,5686.062238746715,5586.00146484375,5655.608959732768,92824500,5472.8896484375
2020-02-27,5472.8896484375,5633.856991038602,5394.581211496423,5629.506522319654,129254500,5472.8896484375
2020-02-28,5472.8896484375,5472.8896484375,5251.015743771115,5394.581211496423,169946500,5290.169921875
2020-03-02,5290.169921875,5472.889606676604,5251.015703703228,5472.889606676604,144871500,5498.9921875
2020-03-03,5498.9921875,5525.0949985166135,5394.580943433544,5394.580943433544,114663500,5603.4033203125
2020-03-04,5603.4033203125,5655.6089413092,5446.786457322399,5494.641609902707,83025000,5599.05419921875
2020-03-05,5599.05419921875,5690.4140579472605,5516.3952794167635,5690.4140579472605,77583000,5394.58154296875
2020-03-06,5394.58154296875,5525.095612556704,5394.58154296875,5525.095612556704,77835500,5033.4921875
2020-03-09,5033.4921875,5255.366086862576,5033.4921875,5220.562337942956,140889500,5155.306640625
2020-03-10,5155.306640625,5229.2646261867085,5081.348655063291,5081.348655063291,133667000,5090.0478515625
2020-03-11,5090.0478515625,5203.160026041666,5037.842232572115,5177.057216546475,93204500,4837.72119140625
2020-03-12,4837.72119140625,4907.328690563175,4750.711817460095,4872.524940984712,129845500,4837.72119140625
2020-03-13,4837.72119140625,4837.72119140625,4837.72119140625,4837.72119140625,0,4837.72119140625
2020-03-16,4837.72119140625,4837.72119140625,4837.72119140625,4837.72119140625,0,4454.88037109375
2020-03-17,4454.88037109375,4789.8664927482605,4454.88037109375,4781.165554523468,212200000,4350.46826171875
2020-03-18,4350.46826171875,4681.103849609375,4145.996253417969,4454.8795,180053500,4045.936279296875
2020-03-19,4045.936279296875,4346.118648405998,4045.936279296875,4346.118648405998,264419000,4119.89404296875
2020-03-20,4119.89404296875,4685.454999236899,3763.155593630379,4002.4313828207496,335132000,3854.514892578125
2020-03-23,3854.514892578125,4350.468276047545,3832.762551197887,4141.645798797263,217843500,3915.42236328125
2020-03-24,3915.42236328125,4346.118823242187,3871.917670355903,3871.917670355903,253971000,4594.0947265625
2020-03-26,4594.0947265625,4694.155501856949,4045.9356966885657,4045.9356966885657,331633000,4794.21728515625
2020-03-27,4794.21728515625,5129.203429400381,4659.352733577444,4663.703202983213,269683000,4781.166015625
2020-03-30,4781.166015625,4833.37165000853,4485.334087451661,4768.114607029117,159964500,4807.26806640625
2020-03-31,4807.26806640625,4968.235413426188,4772.464315699237,4924.730725042421,182638500,4768.1142578125
2020-04-01,4768.1142578125,5003.039595332459,4720.259096465841,4837.721765225821,152831500,4707.2060546875
2020-04-02,4707.2060546875,4759.41166712396,4663.701377657117,4759.41166712396,136623500,4781.166015625
2020-04-03,4781.166015625,4811.619302348726,4668.053807794017,4750.712728901273,110506000,4989.98779296875
2020-04-06,4989.98779296875,4994.338261837947,4781.165287247303,4802.917631593287,78184000,4920.38037109375
2020-04-07,4920.38037109375,5307.57210675011,4855.123336994363,4989.987874133096,149153500,4902.97802734375
2020-04-08,4902.97802734375,4924.73036996728,4768.113503077861,4920.379901442574,106111500,4868.17431640625
2020-04-09,4868.17431640625,4955.183687566327,4785.515413804178,4872.524784964254,89997000,4785.51708984375
2020-04-13,4785.51708984375,4885.577901722301,4768.1152095170455,4820.320850497159,58043000,4798.56689453125
2020-04-14,4798.56689453125,4863.823923921974,4737.660333766574,4789.865957279153,95796000,4772.46533203125
2020-04-15,4772.46533203125,4898.628955211657,4737.661573912517,4798.5681506203,95342000,4559.29052734375
2020-04-16,4559.29052734375,4802.916738728531,4511.435378678882,4772.463462305433,176990500,4720.2578125
2020-04-17,4720.2578125,4737.659684619816,4594.094239631337,4611.496111751152,160935500,4659.3515625
2020-04-20,4659.3515625,4785.515143557423,4637.599220938375,4724.608587184874,90744000,4567.2978515625
