Date,Close,High,Low,Open,Volume,Target,SMA_5,SMA_10,EMA_5,EMA_10,RSI
2020-01-22,76.81584930419922,77.36953706088629,76.7215486894379,77.02861598860008,101832400,77.18577575683594,76.38450317382812,75.73675079345703,76.40514148185429,75.68501510407053,70.86840814864182
2020-01-23,77.18577575683594,77.26556233295065,76.32017294133449,76.86903492947071,104472000,76.96334838867188,76.76604309082032,76.12457962036133,76.66535290684817,75.95788067730061,71.90252059251385
2020-01-24,76.96334838867188,78.17711850688946,76.77233427243553,77.43241654524255,146537600,74.70024108886719,76.914501953125,76.3344512939453,76.76468473412274,76.14069298845901,75.40147022130094
2020-01-27,74.70024108886719,75.38207613983947,73.71616432453659,74.96862163617484,161940000,76.81343078613281,76.44156951904297,76.30108795166015,76.0765368523709,75.87879264307867,59.51353142459704
2020-01-28,76.81343078613281,76.98509775416542,75.48360024038988,75.58273394834251,162234000,78.42130279541016,76.4957290649414,76.3187385559082,76.32216816362487,76.04872685090669,67.41255532103995
2020-01-29,78.42130279541016,79.26997869647961,77.70561435491118,78.44790323902978,216229200,78.30766296386719,76.81681976318359,76.60066146850586,77.0218797075533,76.48010429536185,68.46526388865932
2020-01-30,78.30766296386719,78.36085647268922,77.06971298993307,77.50251438540494,126743200,74.83560943603516,77.04119720458985,76.90362014770508,77.4504741263246,76.81238768963554,63.8791413529737
2020-01-31,74.83560943603516,78.01994488964468,74.54062855663432,77.59681700240047,199588400,74.63008880615234,76.6156494140625,76.76507568359375,76.57885256289478,76.4529734617082,49.3688409961174
2020-02-03,74.63008880615234,75.79791852993898,73.07297758859362,73.57589206005755,173788400,77.09390258789062,76.60161895751953,76.52159423828125,75.92926464398064,76.12153988797075,42.98745505189027
2020-02-04,77.09390258789062,77.28491667175436,75.83177225101083,76.23797325215806,136616400,77.72254943847656,76.6577133178711,76.57672119140625,76.31747729195064,76.298333106138,54.7396175961427
2020-02-05,77.72254943847656,78.52286500581071,77.11808104147103,78.22304366333603,118826800,78.63167572021484,76.51796264648438,76.66739120483399,76.78583467412595,76.55728153019956,57.61873645804204
2020-02-06,78.63167572021484,78.63409595534088,77.43483255655748,77.99336084201738,105425600,77.5628433227539,76.5827651977539,76.81198120117188,77.40111502282225,76.93444411020234,57.529117799424
2020-02-07,77.5628433227539,78.37959926522765,77.07085045375861,78.12996756118129,117684000,77.93122863769531,77.12821197509766,76.87193069458007,77.4550244561328,77.04869851248444,51.533667077737505
2020-02-10,77.93122863769531,77.93122863769531,76.0650521291358,76.14502805818842,109348800,77.46106719970703,77.78843994140625,77.1950294494629,77.61375918332031,77.20915853525004,54.317837394655356
2020-02-11,77.46106719970703,78.50079892091712,77.242943577511,78.42809351227764,94323200,79.30057525634766,77.86187286376953,77.25979309082031,77.56286185544923,77.25496011060585,51.98202885507776
2020-02-12,79.30057525634766,79.30541981693399,77.91184313382713,77.91184313382713,113730400,78.73587799072266,78.17747802734375,77.34772033691407,78.14209965574871,77.62689013710435,55.95842893568944
2020-02-13,78.73587799072266,79.06306707389666,78.36749164748854,78.57107415792922,94747600,78.75528717041016,78.19831848144531,77.3905418395996,78.3400257674067,77.82852429230768,54.899588890815025
2020-02-14,78.75528717041016,79.0049189494575,78.24632709184701,78.70438598515923,80113600,77.313232421875,78.43680725097656,77.7825096130371,78.47844623507453,77.99702663378085,62.796096141354774
2020-02-18,77.313232421875,77.49500334449696,76.24926307124777,76.43103399386973,152531200,78.43291473388672,78.3132080078125,78.05082397460937,78.09004163067469,77.87270041343433,51.646931643914826
2020-02-19,78.43291473388672,78.66316078652402,77.5555685480905,77.5555685480905,93984000,77.62828826904297,78.50757751464843,78.18472518920899,78.20433266507871,77.97455756260749,50.03953530175149
2020-02-20,77.62828826904297,78.68256095291854,77.12175425598554,78.19299399872004,100566000,75.87117004394531,78.1731201171875,78.17529907226563,78.01231786640014,77.91159950923212,47.7908695460177
2020-02-21,75.87117004394531,77.66464882542346,75.25315194781216,77.22112369135226,129554000,72.26725006103516,77.60017852783203,77.89924850463868,77.29860192558186,77.54061233372542,53.79004618990523
2020-02-24,72.26725006103516,73.72141704412205,70.09812208236266,72.04428193220959,222195200,69.81940460205078,76.30257110595703,77.3696891784668,75.62148463739963,76.58181919323627,43.07490856791733
2020-02-25,69.81940460205078,73.32152656752166,69.34680474475954,72.93859916229857,230673600,70.92700958251953,74.80380554199219,76.55850677490234,73.68745795895002,75.35228926756618,28.65966903208738
2020-02-26,70.92700958251953,72.19456142629366,69.43648955817032,69.44376009892217,198054800,66.2906265258789,73.30262451171875,75.9051010131836,72.76730850013986,74.54769296119406,30.609625426305016
2020-02-27,66.2906265258789,69.31529668003056,66.15490485834736,68.12772839099156,320605600,66.25186920166016,71.03509216308593,74.60410614013672,70.60841450871955,73.04640815477312,20.962549949556788
2020-02-28,66.25186920166016,67.47579797874893,62.13415384073174,62.34985890817242,426510000,72.41996002197266,69.11123199462891,73.35570526123047,69.15623273969976,71.8110374360253,22.030444901248757
2020-03-02,72.41996002197266,73.05737125328037,67.30856246455294,68.41372910419624,341397200,70.11993408203125,69.1417739868164,72.72217254638672,70.24414183379074,71.92175063347027,39.409495744727636
2020-03-03,70.11993408203125,73.67779421161765,69.26681804701707,73.59781828147297,319475600,73.37239837646484,69.2018798828125,72.00284271240234,70.20273924987092,71.59414762411771,36.82009709288421
2020-03-04,73.37239837646484,73.53235759291564,71.04331171348069,71.84552637731234,219178400,70.9924545288086,69.69095764160156,71.49679107666016,71.25929229206889,71.91746594272628,39.8707553973153
